id,summaries,Technology_Names,matched_NER_by_borders,matched_NER_final,NER_Extracted_Tags
AwaRHOIOJAY5UPcn4sCzOw_0000,"['- comprehensive knowledge of Agriculture Biodiversity and best Agriculture practices.- extensive knowledge of animal Husbandry including livestock breeding and nutrition.- sound knowledge of feed formulations to maximize performance and health of farm animals.- familiar with the process and standards of farming, greenhouse operations and organic farming.- Leed green associate( leadership in energy and environmental design).- member of Indian society of Agribusiness professionals( Isap), New Delhi, India., project manager at Emirates landscape LLC']",,0,,
AsuByfYzfdM0kHWTtdClog_0000,"['Produced an analysis of demand response in the Ercot region. provided documentation and support for an electric vehicle pilot project and a greenhouse gas ..., assistant transmission planning engineer, business consulting at burns& McDonnell, regulatory, compliance, quality control and directives, application development and maintenance']",,0,,
AldZMB-lkzFqS5hBMLfgvA_0000,"['My aim is to help reduce greenhouse gas emissions in the province of Ontario. as a consequence, my interests include energy conservation, renewable energy, and environmental policy. I hold a master in environmental studies degree from York University, where I focused my major research on electricity conservation policy, and I am currently working in conservation program design at Enbridge gas distribution. In addition to having a background in environmental studies, I also hold a degree in professional writing., DSM program design analyst at Enbridge gas distribution']",,0,,
AjTvHAN-z1RmHAaTL8BUxA_0000,"['Driving the change the planet needs! specialties: climate change, renewable energy, energy efficiency, responsible Sourcing, zero waste, corporate Sustainability, environmental and social indicators, data ANALYTICS, greenhouse gas reporting, Science-Based targets, environmental program management, supply chain engagement, making the world a better place one data point at a time, application development and maintenance']",['sourcing'],['sourcing'],[],"['sourcing', 'science-based', 'sustainability']"
AeeVXfLUun21oWfJ8jct1w_0000,"['Ryan\'S is the Ceo of Zao Island and a partner at the Wright group. Zao Island is a large family entertainment center in Northwest Indiana that has over 43,000 Facebook fans. Ryan is also on the city of Valparaiso\'S board of zoning& appeals and he participates on the Junior board for the boy\'s& girl\'s club. his most notable projects include:- the creation of"" the greenhouse wedding& event Venue"" in Valparaiso, Indiana( 2018)- developing a new 6,000 sq foot high-end arcade at Zao Island( 2017)- Remodel of all Zao Island facilities and improved brand recognition( 2015-2016)- building an AVATAR Themed laser tag environment( 2013-2014)* during college: he was 1 of 20 students annually invited into Indiana University Johnson center for Entrepreneurship fellowship program. The program was established by Kelley school professors to train top upcoming Entrepreneur\'S from one the best business schools in the country!, Ryan\'S current work includes managing all operations and new business development for the Wright group\'s entertainment center division. He has led his team to improve performance dramatically most notably with the new laser tag expansion and game room addition that was recently added to Zao Island. He was 1 of 20 students annually invited into Indiana University Johnson center for Entrepreneurship fellowship program. The program was established by Kelley school professors to train top upcoming Entrepreneur\'S from one the best business schools in the country!, Ceo& partner at Zao Island- the Wright group| investor& developer| entrepreneur, general manager at Zao Island- the Wright group']",,0,,
Ae9cBqBnAuW4SCpgscPrrg_0000,['General manager at Decloet greenhouse manufacturing Ltd'],,0,,
AZ5L-FBHTCJPMB9H2cRhlw_0000,"['Claire is a highly Analytical professional with experience working for both the public and private sector. Her extensive experience as an environmental auditor has provided her with the skills to manage issues of quality, legal, or Organisational compliance. Claire promotes Organisational excellence through identifying practical, systematic solutions to, current or emerging problems. Claire is a registered greenhouse and energy auditor and has conducted extensive audits of projects under the emissions reduction Fund, the NSW energy savings scheme and Victorian energy efficiency target. Claire also provides advisory services to organisations under the National greenhouse and energy reporting scheme, and other companies looking to accurately quantify their greenhouse emissions. Prior to her employment with Ndevr environmental Claire worked with a small and newly established team in Belize, where was instrumental in developing a coherent strategic direction for the energy unit and securing on going funding for the Organisation., with experience working for both the public and private sector Claire is a highly Analytical professional focused on promoting Organisational excellence through identifying, and providing systematic solutions to, current or emerging problems. her experience as an environmental auditor and working with safety management in Australia has provided her with the skills manage issues of quality and legal or Organisational compliance. working with a small and newly established team in Belize enhanced her abilities as a mentor focused on developing a unified team and coherent strategic direction for the unit., senior consultant at Ndevr environmental Pty Ltd, operations and supply chain']",,0,,
AXw0TVHYkM4R9KVquR41ag_0000,"[""I own and operate a scratch bakery, a full scale nursery and greenhouse that produces our own Perennials on site. I also operate 288 acres of specialty crops. I have a general store that SELLS Michigan local goods as well as beer and wine and imported cheeses. I also am involved in Agri-Tourism and do night time bonfires& Hayrides on site. I also am a member of the Clinton County 4- H board and a lions Club member., owner and operator Andy t's farms store and bakery""]",,0,,
AO5BmRZ8DqfMyQ7ofal5Xg_0000,['Farm manager at Jemd farms- red sun greenhouse vegetables'],,0,,
AIcqTOtrX-3qH1fBwnZh8Q_0000,"['Sales experience in the Outsourcing of managed computing and network infrastructure for it applications, and cloud computing; it asset recovery services; and data back-up. previous Paralegal work in real estate and bankruptcy law. specialties: information technology services industry: managed hosting and cloud computing it asset recovery disk backup with Deduplication. Audio/ Video editing: avid media composer, final cut pro, Soundtrack loop. Misc: Microsoft word, Powerpoint, and excel( XP/ Vista) sales applications: Sfdc, big machines, Vantive, CMS, envision. basic knowledge in the German language., Andrew Barry. manager sales engineering at Centurylink. location: greater Boston area; industry: information technology and services ... University of Massachusetts, Amherst ... sales applications: Sfdc, big machines, Vantive, CMS, envision . ... product marketing manager, target enrichment at New England Biolabs., Hort/ AG distributor servicing the grower and helping them maximize production by acting as a trusted adviser for all of their growing needs., branch manager at Griffin greenhouse supplies, investment banking- front office, investment banking- back office, retail banking- back office']",,0,,
